T,F1,RP1,C1,V1,A1,AP1
2013-07-10 09:41:07+05:30,50.06,-27.092,0.9,235.34,210.119,211.859
2013-07-10 09:41:08+05:30,50.06,-27.794,0.916,235.21,213.648,215.448
2013-07-10 09:41:09+05:30,50.08,-29.978,0.938,234.47,217.818,219.871
2013-07-10 09:41:10+05:30,50.08,-28.677,0.926,234.1,214.873,216.778
2013-07-10 09:41:11+05:30,50.08,-27.601,0.904,233.54,209.328,211.14
2013-07-10 09:41:12+05:30,50.07,-27.162,0.9,234.37,209.157,210.914
2013-07-10 09:41:13+05:30,50.09,-27.609,0.909,234.81,211.644,213.437
2013-07-10 09:41:14+05:30,50.09,-28.493,0.927,235.24,216.201,218.07
2013-07-10 09:41:15+05:30,50.1,-28.069,0.916,235.32,213.613,215.449
2013-07-10 09:41:16+05:30,50.09,-27.156,0.908,236.05,212.513,214.241
2013-07-10 09:41:17+05:30,50.09,-27.281,0.911,236.1,213.251,214.989
2013-07-10 09:41:18+05:30,50.1,-27.683,0.919,235.64,214.673,216.45
2013-07-10 09:41:19+05:30,50.09,-27.523,0.905,235.92,211.75,213.531
2013-07-10 09:41:20+05:30,50.1,-27.552,0.906,235.57,211.566,213.353
2013-07-10 09:41:21+05:30,50.1,-27.801,0.91,235.62,212.683,214.492
2013-07-10 09:41:22+05:30,50.09,-28.415,0.913,235.58,213.091,214.977
2013-07-10 09:41:23+05:30,50.1,-27.87,0.913,235.22,212.89,214.706
2013-07-10 09:41:24+05:30,50.1,-26.807,0.896,235.21,208.958,210.67
2013-07-10 09:41:25+05:30,50.1,-27.888,0.911,235.08,212.375,214.198
2013-07-10 09:41:26+05:30,50.11,-29.263,0.937,235.38,218.586,220.536
2013-07-10 09:41:27+05:30,50.11,-28.843,0.938,235.45,218.914,220.806
2013-07-10 09:41:28+05:30,50.1,-27.952,0.922,235.91,215.73,217.533
2013-07-10 09:41:29+05:30,50.11,-28.611,0.914,235.62,213.537,215.446
2013-07-10 09:41:30+05:30,50.12,-26.552,0.887,235.49,207.127,208.822
2013-07-10 09:41:31+05:30,50.11,-27.096,0.904,235.17,210.968,212.701
2013-07-10 09:41:32+05:30,50.11,-29.421,0.943,234.94,219.702,221.663
2013-07-10 09:41:33+05:30,50.12,-27.56,0.914,234.97,212.993,214.769
2013-07-10 09:41:34+05:30,50.11,-26.883,0.901,235.01,210.12,211.833
2013-07-10 09:41:35+05:30,50.11,-26.586,0.898,235.67,210.058,211.733
2013-07-10 09:41:36+05:30,50.13,-26.703,0.898,236.01,210.334,212.023
2013-07-10 09:41:37+05:30,50.13,-26.915,0.906,236.18,212.262,213.962
2013-07-10 09:41:38+05:30,50.13,-26.515,0.899,236.35,210.837,212.498
2013-07-10 09:41:39+05:30,50.14,-27.979,0.931,236.88,218.784,220.565
2013-07-10 09:41:40+05:30,50.14,-27.891,0.929,237.14,218.531,220.304
2013-07-10 09:41:41+05:30,50.12,-27.333,0.915,237.52,215.639,217.364
2013-07-10 09:41:42+05:30,50.13,-27.062,0.914,237.36,215.2,218.799
2013-07-10 09:41:43+05:30,50.14,-27.6,0.927,237.61,218.502,222.744
2013-07-10 09:41:44+05:30,50.14,-27.039,0.936,237.5,220.457,215.718
2013-07-10 09:41:45+05:30,50.14,-27.553,0.919,236.9,213.304,217.422
2013-07-10 09:41:46+05:30,50.13,-26.858,0.907,236.02,214.276,213.991
2013-07-10 09:41:47+05:30,50.13,-27.407,0.917,236.36,212.784,216.738
2013-07-10 09:41:48+05:30,50.11,-27.424,0.916,236.2,212.747,216.132
2013-07-10 09:41:49+05:30,50.14,-26.734,0.906,235.93,212.223,213.901
2013-07-10 09:41:50+05:30,50.14,-27.178,0.915,236.3,214.449,216.164
2013-07-10 09:41:51+05:30,50.11,-26.421,0.9,235.87,210.604,212.255
2013-07-10 09:41:52+05:30,50.13,-27.857,0.922,235.04,214.988,216.785
2013-07-10 09:41:53+05:30,50.13,-27.834,0.921,235.51,215.119,216.912
2013-07-10 09:41:54+05:30,50.13,-28.45,0.927,235.86,216.839,218.698
2013-07-10 09:41:55+05:30,50.13,-27.117,0.91,235.36,212.39,214.114
2013-07-10 09:41:56+05:30,50.14,-26.516,0.898,235.5,209.833,211.502
2013-07-10 09:41:57+05:30,50.15,-27.536,0.914,234.94,212.947,214.719
2013-07-10 09:41:58+05:30,50.14,-28.237,0.923,234.16,214.378,216.229
2013-07-10 09:41:59+05:30,50.13,-27.524,0.909,233.68,210.714,212.504
2013-07-10 09:42:00+05:30,50.13,-28.208,0.915,233.03,211.383,213.256
2013-07-10 09:42:01+05:30,50.13,-27.309,0.895,232.1,205.951,207.753
2013-07-10 09:42:02+05:30,50.14,-27.622,0.9,232.03,206.968,208.803
2013-07-10 09:42:03+05:30,50.13,-29.214,0.933,232.47,214.859,216.836
2013-07-10 09:42:04+05:30,50.13,-28.41,0.92,232.76,212.213,214.107
2013-07-10 09:42:05+05:30,50.14,-27.26,0.9,232.63,207.548,209.331
2013-07-10 09:42:06+05:30,50.13,-27.468,0.901,232.17,207.414,209.225
2013-07-10 09:42:07+05:30,50.13,-29.098,0.931,232.8,214.692,216.655
2013-07-10 09:42:08+05:30,50.13,-28.57,0.919,232.05,211.368,213.29
2013-07-10 09:42:09+05:30,50.13,-27.618,0.897,232.02,206.272,208.113
2013-07-10 09:42:10+05:30,50.12,-27.404,0.888,231.73,203.913,205.746
2013-07-10 09:42:11+05:30,50.13,-28.875,0.923,231.81,211.98,213.938
2013-07-10 09:42:12+05:30,50.13,-27.772,0.9,231.58,206.575,208.433
2013-07-10 09:42:13+05:30,50.11,-26.179,0.871,231.39,199.814,201.522
2013-07-10 09:42:14+05:30,50.11,-27.542,0.891,231.14,203.998,205.849
2013-07-10 09:42:15+05:30,50.13,-26.545,0.866,230.55,198.002,199.773
2013-07-10 09:42:16+05:30,50.13,-26.645,0.872,230.54,199.294,201.067
2013-07-10 09:42:17+05:30,50.12,-26.738,0.882,231.25,202.134,203.894
2013-07-10 09:42:18+05:30,50.11,-27.717,0.883,230.26,201.374,203.272
2013-07-10 09:42:19+05:30,50.1,-26.029,0.866,230.73,198.124,199.827
2013-07-10 09:42:20+05:30,50.1,-26.258,0.873,226.04,195.558,197.313
2013-07-10 09:42:21+05:30,50.12,-26.863,0.881,228.54,199.576,201.376
2013-07-10 09:42:22+05:30,50.1,-26.84,0.872,228.04,196.994,198.814
2013-07-10 09:42:23+05:30,50.1,-26.807,0.859,227.33,193.505,195.353
2013-07-10 09:42:24+05:30,50.12,-28.429,0.888,227.42,199.876,201.888
2013-07-10 09:42:25+05:30,50.1,-28.589,0.892,227.73,201.011,203.034
2013-07-10 09:42:26+05:30,50.12,-29.927,0.92,227.5,207.196,209.346
2013-07-10 09:42:27+05:30,50.12,-28.599,0.889,227.27,199.966,202
2013-07-10 09:42:28+05:30,50.13,-29.124,0.892,227.79,201.179,203.276
2013-07-10 09:42:29+05:30,50.11,-28.393,0.872,228.14,196.946,198.982
2013-07-10 09:42:30+05:30,50.09,-28.616,0.882,228.92,199.937,201.975
2013-07-10 09:42:31+05:30,50.11,-29.888,0.916,229.67,208.322,210.455
2013-07-10 09:42:32+05:30,50.11,-28.608,0.895,229.4,203.372,205.375
2013-07-10 09:42:33+05:30,50.11,-28.044,0.885,228.78,200.491,202.442
2013-07-10 09:42:34+05:30,50.13,-27.754,0.889,229.44,202.091,203.988
2013-07-10 09:42:35+05:30,50.11,-28.398,0.896,229.58,203.704,205.674
2013-07-10 09:42:36+05:30,50.12,-29.214,0.91,229.21,206.55,208.605
2013-07-10 09:42:37+05:30,50.1,-30.05,0.923,228.92,209.215,211.362
2013-07-10 09:42:38+05:30,50.1,-29.022,0.906,228.62,204.968,207.013
2013-07-10 09:42:39+05:30,50.13,-28.403,0.898,229.14,203.735,205.705
2013-07-10 09:42:40+05:30,50.12,-28.134,0.889,229.25,201.908,203.859
2013-07-10 09:42:41+05:30,50.13,-27.485,0.884,229.67,201.199,203.067
2013-07-10 09:42:42+05:30,50.11,-29.356,0.914,230.08,208.346,210.404
2013-07-10 09:42:43+05:30,50.14,-29.57,0.921,230.39,210.058,209.627
2013-07-10 09:42:44+05:30,50.13,-28.798,0.906,230.5,206.989,209.637
2013-07-10 09:42:45+05:30,50.14,-28.985,0.906,229.65,206.053,206.112
2013-07-10 09:42:46+05:30,50.11,-29.492,0.908,227.57,205.965,206.271
2013-07-10 09:42:47+05:30,50.12,-29.496,0.905,227.02,202.456,205.782
2013-07-10 09:42:48+05:30,50.13,-27.487,0.875,227.81,199.15,199.394
2013-07-10 09:42:49+05:30,50.1,-31.184,0.951,228.09,214.609,216.863
2013-07-10 09:42:50+05:30,50.13,-28.216,0.892,228.58,202.362,204.319
2013-07-10 09:42:51+05:30,50.13,-28.096,0.89,229.45,202.292,204.234
2013-07-10 09:42:52+05:30,50.12,-29.455,0.919,229.88,209.181,211.245
2013-07-10 09:42:53+05:30,50.13,-29.42,0.923,230.12,210.37,212.417
2013-07-10 09:42:54+05:30,50.12,-29.253,0.908,229.94,206.819,208.877
2013-07-10 09:42:55+05:30,50.13,-29.08,0.924,231.64,212.048,214.033
2013-07-10 09:42:56+05:30,50.1,-27.386,0.899,232.53,207.289,209.09
2013-07-10 09:42:57+05:30,50.11,-28.221,0.915,233.19,211.488,213.362
2013-07-10 09:42:58+05:30,50.13,-27.942,0.918,233.95,212.952,214.777
2013-07-10 09:42:59+05:30,50.12,-27.61,0.916,235.07,213.629,215.405
2013-07-10 09:43:00+05:30,50.11,-28.182,0.929,235.73,217.209,219.03
2013-07-10 09:43:01+05:30,50.11,-28.896,0.935,236.04,218.789,220.689
2013-07-10 09:43:02+05:30,50.14,-27.681,0.924,235.55,215.774,217.542
2013-07-10 09:43:03+05:30,50.13,-28.444,0.926,235.16,215.934,217.8
2013-07-10 09:43:04+05:30,50.14,-27.782,0.917,234.28,213.129,214.932
2013-07-10 09:43:05+05:30,50.12,-27.575,0.91,234.5,211.696,213.484
2013-07-10 09:43:06+05:30,50.13,-27.367,0.903,234.35,209.845,211.622
2013-07-10 09:43:07+05:30,50.11,-27.629,0.905,234.27,210.299,212.106
2013-07-10 09:43:08+05:30,50.11,-27.14,0.909,235.13,212.068,213.798
2013-07-10 09:43:09+05:30,50.13,-26.616,0.903,235.29,210.719,212.393
2013-07-10 09:43:10+05:30,50.13,-27.247,0.911,235.36,212.765,214.502
2013-07-10 09:43:11+05:30,50.14,-26.63,0.899,235.63,210.11,211.791
2013-07-10 09:43:12+05:30,50.13,-26.832,0.9,235.58,210.239,211.945
2013-07-10 09:43:13+05:30,50.13,-26.507,0.9,235.28,209.989,211.655
2013-07-10 09:43:14+05:30,50.13,-27.28,0.914,235.52,213.535,215.27
2013-07-10 09:43:15+05:30,50.13,-27.631,0.922,235.82,215.675,217.438
2013-07-10 09:43:16+05:30,50.11,-26.75,0.902,235.52,210.758,212.449
2013-07-10 09:43:17+05:30,50.13,-28.065,0.927,235.4,216.491,218.302
2013-07-10 09:43:18+05:30,50.12,-28.104,0.933,235.48,217.868,219.674
2013-07-10 09:43:19+05:30,50.13,-27.61,0.922,235.19,215.013,216.778
2013-07-10 09:43:20+05:30,50.12,-26.824,0.91,236.38,213.343,215.023
2013-07-10 09:43:21+05:30,50.12,-28.372,0.939,236.58,220.32,222.139
2013-07-10 09:43:22+05:30,50.11,-27.112,0.92,237.12,216.493,218.184
2013-07-10 09:43:23+05:30,50.13,-27.083,0.912,237.19,214.677,216.378
2013-07-10 09:43:24+05:30,50.14,-27.115,0.923,238.15,218.063,219.743
2013-07-10 09:43:25+05:30,50.13,-27.262,0.928,238.49,219.665,221.35
2013-07-10 09:43:26+05:30,50.14,-28.134,0.947,238.72,224.253,226.011
2013-07-10 09:43:27+05:30,50.14,-28.234,0.948,237.96,223.798,225.572
2013-07-10 09:43:28+05:30,50.14,-29.027,0.96,237.44,225.978,227.834
2013-07-10 09:43:29+05:30,50.13,-27.272,0.928,237.75,218.923,220.615
2013-07-10 09:43:30+05:30,50.15,-28.224,0.939,237.05,220.843,222.639
2013-07-10 09:43:31+05:30,50.14,-26.95,0.912,236.99,214.474,216.16
2013-07-10 09:43:32+05:30,50.15,-27.252,0.923,236.86,216.93,218.635
2013-07-10 09:43:33+05:30,50.16,-27.782,0.924,237.24,217.426,219.194
2013-07-10 09:43:34+05:30,50.16,-26.973,0.918,238.02,216.734,218.406
2013-07-10 09:43:35+05:30,50.16,-28.022,0.944,238.21,223.013,224.767
2013-07-10 09:43:36+05:30,50.15,-27.731,0.93,238.1,219.588,221.332
2013-07-10 09:43:37+05:30,50.15,-27.36,0.926,238.09,218.883,220.587
2013-07-10 09:43:38+05:30,50.16,-27.47,0.926,237.98,218.703,220.421
2013-07-10 09:43:39+05:30,50.17,-28.965,0.949,237.16,223.138,225.011
2013-07-10 09:43:40+05:30,50.17,-27.972,0.929,237.35,218.819,220.6
2013-07-10 09:43:41+05:30,50.17,-27.079,0.911,236.62,213.938,215.645
2013-07-10 09:43:42+05:30,50.17,-26.927,0.904,236.11,211.773,213.478
2013-07-10 09:43:44+05:30,50.17,-26.745,0.905,236.03,211.978,213.659
2013-07-10 09:43:45+05:30,50.17,-27.66,0.922,235.49,215.345,216.894
2013-07-10 09:43:46+05:30,50.17,-27.627,0.923,234.68,214.742,214.648
2013-07-10 09:43:47+05:30,50.16,-27.567,0.912,234.68,215.209,213.81
2013-07-10 09:43:48+05:30,50.18,-28.451,0.917,234.1,213.086,214.225
2013-07-10 09:43:49+05:30,50.17,-28.451,0.925,233.59,220.021,215.845
2013-07-10 09:43:50+05:30,50.16,-28.757,0.922,233.38,214.29,214.953
2013-07-10 09:43:51+05:30,50.16,-29.784,0.946,232.92,218.51,220.53
2013-07-10 09:43:52+05:30,50.17,-28.507,0.922,233.11,212.735,214.637
2013-07-10 09:43:53+05:30,50.19,-28.355,0.924,233.56,213.936,215.807
2013-07-10 09:43:54+05:30,50.19,-28.338,0.928,233.65,214.903,216.764
2013-07-10 09:43:55+05:30,50.17,-28.708,0.933,233.34,215.705,217.607
2013-07-10 09:43:56+05:30,50.2,-28.934,0.928,233.3,214.533,216.475
2013-07-10 09:43:57+05:30,50.2,-29.471,0.928,232.47,213.716,215.739
2013-07-10 09:43:58+05:30,50.2,-29.094,0.923,231.84,212.109,214.095
2013-07-10 09:43:59+05:30,50.21,-27.966,0.905,231.49,207.597,209.472
2013-07-10 09:44:00+05:30,50.2,-28.718,0.913,231,208.909,210.874
2013-07-10 09:44:01+05:30,50.18,-28.947,0.915,229.86,208.414,210.415
2013-07-10 09:44:02+05:30,50.19,-29.212,0.903,230.55,206.195,208.254
2013-07-10 09:44:03+05:30,50.19,-28.958,0.917,230.53,209.504,211.496
2013-07-10 09:44:04+05:30,50.2,-28.416,0.906,230.65,206.938,208.88
2013-07-10 09:44:05+05:30,50.18,-28.661,0.903,229.85,205.545,207.533
2013-07-10 09:44:06+05:30,50.18,-28.809,0.912,230.13,207.858,209.845
2013-07-10 09:44:07+05:30,50.2,-27.854,0.896,230.23,204.501,206.389
2013-07-10 09:44:08+05:30,50.19,-29.51,0.923,229.8,209.985,212.049
2013-07-10 09:44:09+05:30,50.2,-28.973,0.904,229.43,205.393,207.426
2013-07-10 09:44:10+05:30,50.2,-28.208,0.9,230.08,205.251,207.181
2013-07-10 09:44:11+05:30,50.2,-28.735,0.915,230.7,209.129,211.094
2013-07-10 09:44:12+05:30,50.18,-28.305,0.912,231.86,209.502,211.405
2013-07-10 09:44:13+05:30,50.16,-27.552,0.905,232.44,208.48,210.293
2013-07-10 09:44:14+05:30,50.18,-27.868,0.916,233.09,211.741,213.567
2013-07-10 09:44:15+05:30,50.16,-29.155,0.934,233.12,215.868,217.828
2013-07-10 09:44:16+05:30,50.18,-28.373,0.918,232.78,211.791,213.683
2013-07-10 09:44:17+05:30,50.18,-27.176,0.901,232.5,207.665,209.436
2013-07-10 09:44:18+05:30,50.18,-29.666,0.946,232.71,218.25,220.257
2013-07-10 09:44:19+05:30,50.19,-28.726,0.927,232.88,213.931,215.851
2013-07-10 09:44:20+05:30,50.17,-27.103,0.899,232.64,207.35,209.114
2013-07-10 09:44:21+05:30,50.18,-28.119,0.911,231.85,209.37,211.249
2013-07-10 09:44:22+05:30,50.18,-28.63,0.915,230.75,209.084,211.035
2013-07-10 09:44:23+05:30,50.18,-28.024,0.894,230.19,203.986,205.902
2013-07-10 09:44:24+05:30,50.18,-30.294,0.921,228.71,208.438,210.628
2013-07-10 09:44:25+05:30,50.17,-28.261,0.892,227.85,201.245,203.22
2013-07-10 09:44:26+05:30,50.18,-29.037,0.893,226.37,200.089,202.185
2013-07-10 09:44:27+05:30,50.18,-31.268,0.936,226.46,209.613,211.932
2013-07-10 09:44:28+05:30,50.17,-30.106,0.915,226.52,205.048,207.246
2013-07-10 09:44:29+05:30,50.17,-29.484,0.906,226.7,203.226,205.354
2013-07-10 09:44:30+05:30,50.17,-29.866,0.905,228.18,204.434,206.604
2013-07-10 09:44:31+05:30,50.18,-29.332,0.91,229.11,206.453,208.526
2013-07-10 09:44:32+05:30,50.18,-28.763,0.903,228.49,204.352,206.366
2013-07-10 09:44:36+05:30,50.17,-28.404,0.896,228.85,203.128,205.105
2013-07-10 09:44:37+05:30,50.18,-28.772,0.888,228.06,200.45,202.505
2013-07-10 09:44:38+05:30,50.17,-28.769,0.898,228.36,203.012,205.04
2013-07-10 09:44:39+05:30,50.16,-28.05,0.888,228.51,201.022,202.97
2013-07-10 09:44:40+05:30,50.18,-28.159,0.896,228.96,203.205,205.146
2013-07-10 09:44:41+05:30,50.19,-29.782,0.912,229.11,206.879,209.012
2013-07-10 09:44:42+05:30,50.19,-27.922,0.915,232.36,210.773,212.615
2013-07-10 09:44:43+05:30,50.18,-28.613,0.923,232.08,212.282,214.202
2013-07-10 09:44:44+05:30,50.18,-28.524,0.922,232.39,212.424,214.33
2013-07-10 09:44:45+05:30,50.17,-28.282,0.922,233.09,212.922,221.454
2013-07-10 09:44:46+05:30,50.18,-28.482,0.936,234.07,217.196,218.354
2013-07-10 09:44:47+05:30,50.19,-28.121,0.928,235.19,214.382,218.539
2013-07-10 09:44:48+05:30,50.18,-28.028,0.931,235.33,213.596,219.142
2013-07-10 09:44:49+05:30,50.16,-27.958,0.931,235.55,216.098,219.75
2013-07-10 09:44:50+05:30,50.18,-27.686,0.931,236.18,218.005,219.756
2013-07-10 09:44:51+05:30,50.18,-27.599,0.928,236.73,217.866,219.607
2013-07-10 09:44:52+05:30,50.16,-28.414,0.944,237.25,222.081,223.891
2013-07-10 09:44:53+05:30,50.17,-27.593,0.931,236.96,218.993,220.725
2013-07-10 09:44:54+05:30,50.17,-27.054,0.923,237.72,217.83,219.504
2013-07-10 09:44:55+05:30,50.18,-28.323,0.949,237.84,223.914,225.698
2013-07-10 09:44:56+05:30,50.19,-27.047,0.92,237.89,217.173,218.851
2013-07-10 09:44:57+05:30,50.18,-27.138,0.927,238.25,219.134,220.808
2013-07-10 09:44:58+05:30,50.19,-27.611,0.937,237.82,221.222,222.939
2013-07-10 09:44:59+05:30,50.19,-27.873,0.939,237.75,221.502,223.248
2013-07-10 09:45:00+05:30,50.2,-28.265,0.943,237.13,221.887,223.68
2013-07-10 09:45:01+05:30,50.18,-27.398,0.925,236.45,217.019,218.742
2013-07-10 09:45:02+05:30,50.19,-27.4,0.925,235.88,216.535,218.261
2013-07-10 09:45:03+05:30,50.2,-28.418,0.94,235.73,219.796,221.625
2013-07-10 09:45:04+05:30,50.19,-27.635,0.923,236,215.997,217.758
2013-07-10 09:45:05+05:30,50.18,-28.008,0.93,237.2,218.825,220.61
2013-07-10 09:45:06+05:30,50.21,-26.722,0.912,237.78,215.166,216.819
2013-07-10 09:45:07+05:30,50.21,-26.446,0.911,237.9,215.211,216.83
2013-07-10 09:45:08+05:30,50.2,-27.285,0.929,237.97,219.459,221.149
2013-07-10 09:45:09+05:30,50.18,-26.402,0.913,237.65,215.334,216.946
2013-07-10 09:45:10+05:30,50.18,-25.682,0.894,238.11,211.314,212.869
2013-07-10 09:45:11+05:30,50.18,-26.139,0.904,237.97,213.429,215.023
2013-07-10 09:45:12+05:30,50.18,-26.881,0.922,237.72,217.504,219.158
2013-07-10 09:45:13+05:30,50.18,-28.666,0.953,237.47,224.571,226.394
2013-07-10 09:45:14+05:30,50.18,-27.18,0.928,237.6,218.72,220.402
2013-07-10 09:45:15+05:30,50.19,-27.238,0.928,237.1,218.266,219.959
2013-07-10 09:45:16+05:30,50.19,-26.66,0.914,236.7,214.767,216.415
2013-07-10 09:45:17+05:30,50.17,-28.149,0.933,236.68,219.116,220.916
2013-07-10 09:45:18+05:30,50.17,-28.139,0.947,236.9,222.528,224.3
2013-07-10 09:45:19+05:30,50.18,-27.635,0.928,236.6,217.843,219.589
2013-07-10 09:45:20+05:30,50.17,-27.504,0.925,235.77,216.347,218.088
2013-07-10 09:45:21+05:30,50.16,-29.375,0.942,235.74,220.13,222.082
2013-07-10 09:45:22+05:30,50.19,-28.554,0.938,235.09,218.735,220.591
2013-07-10 09:45:24+05:30,50.18,-29.882,0.957,235.24,223.036,225.029
2013-07-10 09:45:25+05:30,50.18,-26.038,0.895,234.94,208.628,210.246
2013-07-10 09:45:26+05:30,50.16,-28.309,0.936,234.72,217.815,219.647
2013-07-10 09:45:27+05:30,50.14,-28.416,0.941,235.28,219.557,221.389
2013-07-10 09:45:28+05:30,50.17,-27.234,0.922,235.2,215.166,216.882
2013-07-10 09:45:29+05:30,50.15,-29.595,0.96,234.91,223.494,225.445
2013-07-10 09:45:30+05:30,50.15,-28.545,0.936,234.78,217.794,219.657
2013-07-10 09:45:31+05:30,50.14,-27.952,0.933,234.41,216.917,218.711
2013-07-10 09:45:32+05:30,50.15,-28.392,0.93,233.68,215.486,217.349
2013-07-10 09:45:33+05:30,50.15,-27.827,0.923,233.72,213.887,215.689
2013-07-10 09:45:34+05:30,50.15,-26.176,0.895,233.5,207.4,209.045
2013-07-10 09:45:35+05:30,50.16,-27.663,0.92,233.49,213.039,214.828
2013-07-10 09:45:36+05:30,50.14,-26.922,0.905,233.4,209.582,211.304
2013-07-10 09:45:37+05:30,50.14,-26.499,0.901,233.16,208.504,210.181
2013-07-10 09:45:38+05:30,50.14,-27.116,0.914,233.22,211.339,213.071
2013-07-10 09:45:39+05:30,50.15,-28.168,0.923,232.8,213.059,214.913
2013-07-10 09:45:40+05:30,50.16,-27.591,0.918,233.28,212.34,214.125
2013-07-10 09:45:41+05:30,50.16,-28.439,0.926,233.46,214.228,216.107
2013-07-10 09:45:42+05:30,50.13,-29.033,0.922,233.26,213.072,215.041
2013-07-10 09:45:43+05:30,50.16,-27.705,0.905,233.14,209.171,210.998
2013-07-10 09:45:44+05:30,50.13,-26.25,0.895,233.38,207.122,211.156
2013-07-10 09:45:45+05:30,50.15,-26.224,0.917,233.32,212.098,208.962
2013-07-10 09:45:46+05:30,50.16,-27.701,0.916,233.16,211.763,215.501
2013-07-10 09:45:47+05:30,50.16,-28.565,0.934,232.95,213.593,217.054
2013-07-10 09:45:48+05:30,50.16,-28.009,0.918,231.93,212.011,212.324
2013-07-10 09:45:49+05:30,50.14,-25.537,0.87,230.85,206.254,200.488
2013-07-10 09:45:50+05:30,50.13,-28.208,0.91,230.12,207.683,209.59
2013-07-10 09:45:51+05:30,50.14,-27.66,0.909,230.52,208.256,210.085
2013-07-10 09:45:52+05:30,50.12,-27.253,0.902,231.48,207.081,208.867
2013-07-10 09:45:53+05:30,50.14,-26.379,0.888,231.43,203.926,205.625
2013-07-10 09:45:54+05:30,50.15,-26.335,0.895,233.11,206.888,208.557
2013-07-10 09:45:55+05:30,50.14,-27.168,0.912,233.65,211.245,212.984
2013-07-10 09:45:56+05:30,50.14,-29.776,0.947,234.19,219.887,221.894
2013-07-10 09:45:57+05:30,50.13,-28.743,0.924,234.66,214.795,216.71
2013-07-10 09:45:58+05:30,50.13,-28.416,0.942,234.38,219.013,220.849
2013-07-10 09:46:00+05:30,50.13,-28.087,0.929,233.86,215.346,217.17
2013-07-10 09:46:01+05:30,50.11,-25.716,0.896,233.83,207.862,209.446
2013-07-10 09:46:02+05:30,50.12,-26.064,0.892,233.35,206.598,208.236
2013-07-10 09:46:03+05:30,50.13,-28.229,0.924,232.5,212.911,214.774
2013-07-10 09:46:04+05:30,50.11,-27.9,0.924,232.26,212.869,214.69
2013-07-10 09:46:05+05:30,50.11,-26.469,0.897,232.19,206.549,208.238
2013-07-10 09:46:06+05:30,50.09,-26.425,0.889,230.9,203.481,205.189
2013-07-10 09:46:08+05:30,50.11,-26.543,0.889,230.33,203.046,204.773
2013-07-10 09:46:09+05:30,50.1,-28.459,0.92,229.93,209.619,211.542
2013-07-10 09:46:10+05:30,50.1,-27.458,0.904,230.06,206.242,208.062
2013-07-10 09:46:11+05:30,50.1,-26.102,0.889,231.23,203.824,205.488
2013-07-10 09:46:12+05:30,50.12,-26.214,0.889,231.11,203.83,205.509
2013-07-10 09:46:13+05:30,50.11,-27.983,0.915,232.05,210.39,212.242
2013-07-10 09:46:14+05:30,50.1,-26.514,0.899,232.18,206.965,208.657
2013-07-10 09:46:15+05:30,50.11,-26.374,0.886,231.92,203.77,205.469
2013-07-10 09:46:16+05:30,50.1,-26.248,0.879,231.17,201.606,203.308
2013-07-10 09:46:17+05:30,50.08,-27.547,0.895,230.64,204.512,206.359
2013-07-10 09:46:18+05:30,50.1,-27.246,0.886,229.74,201.625,203.457
2013-07-10 09:46:19+05:30,50.08,-26.362,0.872,228.9,197.949,199.696
2013-07-10 09:46:20+05:30,50.1,-26.8,0.881,228.73,199.626,201.416
2013-07-10 09:46:21+05:30,50.1,-26.332,0.876,228.64,198.439,200.178
2013-07-10 09:46:22+05:30,50.09,-27.261,0.884,228.34,199.983,201.832
2013-07-10 09:46:24+05:30,50.09,-31.424,0.942,227.91,212.328,214.641
2013-07-10 09:46:25+05:30,50.09,-28.223,0.908,228.08,205.149,207.081
2013-07-10 09:46:26+05:30,50.07,-27.812,0.901,227.59,203.063,204.958
2013-07-10 09:46:27+05:30,50.09,-28.906,0.911,226.61,204.313,206.348
2013-07-10 09:46:28+05:30,50.08,-27.999,0.888,226.25,199.052,201.012
2013-07-10 09:46:29+05:30,50.07,-27.865,0.893,226.22,200.181,202.111
2013-07-10 09:46:30+05:30,50.08,-29.592,0.91,226.25,203.825,205.962
2013-07-10 09:46:31+05:30,50.09,-28.735,0.897,225.29,199.92,201.975
2013-07-10 09:46:32+05:30,50.09,-28.5,0.897,225.58,200.429,202.445
2013-07-10 09:46:33+05:30,50.07,-29.138,0.901,226.09,201.695,203.789
2013-07-10 09:46:34+05:30,50.09,-30.291,0.945,226.74,212.078,214.231
2013-07-10 09:46:35+05:30,50.07,-29.001,0.92,227.38,207.245,209.264
2013-07-10 09:46:36+05:30,50.09,-28.595,0.912,227.64,205.711,207.689
2013-07-10 09:46:37+05:30,50.07,-30.146,0.934,228.8,211.55,213.687
2013-07-10 09:46:38+05:30,50.05,-28.816,0.928,229.83,211.296,213.252
2013-07-10 09:46:39+05:30,50.07,-29.063,0.939,231.39,215.439,217.391
2013-07-10 09:46:40+05:30,50.07,-28.298,0.917,232.78,211.671,213.554
2013-07-10 09:46:41+05:30,50.08,-28.446,0.918,233.76,212.749,214.642
2013-07-10 09:46:42+05:30,50.08,-26.673,0.913,234.32,212.217,213.887
2013-07-10 09:46:43+05:30,50.06,-29.288,0.945,234.25,219.531,221.477
2013-07-10 09:46:44+05:30,50.07,-27.196,0.924,234.61,215.164,216.876
2013-07-10 09:46:45+05:30,50.06,-26.421,0.91,235.15,212.251,212.678
2013-07-10 09:46:46+05:30,50.07,-26.103,0.902,235.02,210.376,212.752
